round_id,scene_id,qx,qy,qz,qw,x,y,z,width,score,label,integration_time,planning_time
0,70d0d9fe62684f5dab648a998f455eec,-0.9274397599829147,0.3642711681595881,-0.06835893620750984,-0.04989051504104146,0.09000000000000002,0.24750000000000005,0.15750000000000003,0.044217935800552374,0.9930215,1,0.053929805755615234,0.5174651145935059
0,2394b343f8ba48ccbd18247bb20886b3,-0.9196292563342409,-0.39140321976020387,-0.03293901239653413,0.0007562524828250198,0.10500000000000002,0.12000000000000002,0.18000000000000005,0.05654333710670472,0.9963979,1,0.07992744445800781,0.7036035060882568
0,f81ae2b9257b475f90a22c07ee68862c,-0.708901171554149,-0.2541567401825857,0.6562017245311812,-0.04756865681539023,0.2775000000000001,0.13500000000000004,0.10500000000000002,0.05438907265663148,0.99226505,0,0.08452463150024414,0.59629225730896
0,277e00a0d1fe404a9296bd6833504328,-0.9882098983242178,-0.15156355424823878,-0.01118517568358653,0.01856280481521712,0.21000000000000005,0.18000000000000005,0.12750000000000003,0.05841495037078859,0.99038166,1,0.06495165824890137,0.3937203884124756
0,5f52bf939e1a4dd9b8e444da7639b377,-0.9763924794059076,-0.21223334356269194,0.03477904845351801,0.020128383652265155,0.17250000000000004,0.05250000000000001,0.12000000000000002,0.055528167486190806,0.9773957,1,0.05378150939941406,0.36899471282958984
0,1860c48becba4393a814266b923209fe,-0.987297909241759,-0.1515393580752891,-0.04588925543428868,0.013146771340037918,0.12000000000000002,0.18000000000000005,0.13500000000000004,0.05222497701644899,0.99429685,1,0.07190871238708496,0.361950159072876
1,55ad43a674554cda9b7d709fc0b5a4f5,-0.8562881371412804,-0.5154037488163054,0.028584905038492738,-0.017677813811525042,0.07500000000000001,0.11250000000000002,0.17250000000000004,0.05836674213409425,0.9931332,1,0.07482719421386719,0.3843388557434082
1,c36fe7672aea464bb767aa216e3f785c,-0.9966058713629597,0.0708806811522169,0.0223748590405426,0.03538406261566813,0.17250000000000004,0.15750000000000003,0.15750000000000003,0.05697314500808717,0.9588098,1,0.07353448867797852,0.5751559734344482
1,eaa803cc66ac4928878c5e7c8b9ae555,-0.9231801088312835,0.38253811741289206,0.027799498524110396,-0.025105044637834667,0.10500000000000002,0.23250000000000004,0.13500000000000004,0.04052246689796449,0.9884855,1,0.07425355911254883,0.37105298042297363
1,504569c1b82a4132b0c5fd57bacfea04,-0.8587617261358216,0.3165455454377609,-0.3647840611976058,-0.17105497386488397,0.14250000000000002,0.18750000000000003,0.11250000000000002,0.05102665901184083,0.9321803,1,0.06272721290588379,0.1674661636352539
1,1f0ec2c9c8be4340ba37f9346c43ff9f,-0.980701027935352,0.19499335850930563,-0.011137468470424313,-0.008890485918985695,0.22500000000000003,0.14250000000000002,0.11250000000000002,0.055881407260894786,0.9716511,1,0.07188963890075684,0.365034818649292
