round_id,scene_id,qx,qy,qz,qw,x,y,z,width,score,label,integration_time,planning_time
0,bcd2c18a40ae48dfae438a45f28bcaee,-0.9037309059273866,-0.12527575770487193,-0.4091102674926483,0.014325614654486608,0.07500000000000001,0.12000000000000002,0.16500000000000004,0.05624287962913514,0.9931335,1,0.08637714385986328,0.594470739364624
0,59583b87a6574a7d8848ca7e59cef995,-0.8798808647072558,-0.47469634851384856,-0.0063868902151835456,0.020790581112846297,0.24000000000000005,0.10500000000000002,0.12000000000000002,0.05674957752227784,0.99278563,1,0.0851747989654541,0.7406086921691895
0,9eb3922ee76c4053a219e5a2c7be7b6f,-0.9983398682056189,-0.0568276962482605,-0.00044051169393078153,-0.009376909925473817,0.10500000000000002,0.05250000000000001,0.12000000000000002,0.05282917857170106,0.95730394,1,0.08585906028747559,0.7684955596923828
0,c27ba681bfb5474591f9d5dae938a568,-0.9436008533743483,0.31281465953619886,0.0978451019359391,0.046805494523607286,0.14250000000000002,0.16500000000000004,0.13500000000000004,0.04116539955139161,0.9520427,1,0.07260751724243164,0.7286455631256104
0,32083fc4d6984a4c833dc300a5995d32,-0.9729094137207879,-0.23114459832170706,-0.004197255083811971,-0.0013529264321895781,0.09750000000000002,0.22500000000000003,0.16500000000000004,0.04777883291244508,0.9967682,1,0.07683491706848145,0.5806794166564941
1,7a3f5d2840db431c81b1ae34b4c0c549,-0.9394743857050433,-0.3372978716899706,0.05355481294653774,-0.027384418339798884,0.17250000000000004,0.15750000000000003,0.16500000000000004,0.05735487699508668,0.96093494,1,0.08273577690124512,0.43419718742370605
1,d4e4bb4ece2242fc9e939808e72f405a,-0.8821243256785314,-0.4700709692786,0.02414294203222196,-0.01752359089064505,0.07500000000000001,0.11250000000000002,0.17250000000000004,0.06321895122528078,0.99523103,1,0.09030795097351074,0.7815780639648438
1,850a0782124a4eed8799dcb50defd6cc,-0.861098718927528,0.4886768231515885,-0.08650165918887914,-0.11055053927237188,0.10500000000000002,0.24750000000000005,0.12750000000000003,0.03763331294059754,0.98968726,1,0.08387446403503418,0.7249135971069336
1,82530d36300e499c8a8d9cfd9c84f897,-0.9966740661644551,0.0034417642930625117,0.05379286437261395,0.06111700120549026,0.24000000000000005,0.12000000000000002,0.11250000000000002,0.05457089781761171,0.94067913,1,0.08544540405273438,0.6846923828125
1,403ee900dc494ec0a250ee2539df7047,-0.7446704141250571,-0.6669151989352685,0.022880739309085914,-0.012905949194726245,0.10500000000000002,0.16500000000000004,0.12000000000000002,0.060106258392333994,0.98858786,1,0.07822895050048828,0.7408285140991211
2,cd9e65eb13f945bbb4b5723d508c612a,-0.991089809842628,0.005947705184175457,-0.11006254497299815,-0.07477867224825849,0.037500000000000006,0.15000000000000002,0.12000000000000002,0.046911206245422374,0.9437467,1,0.08064579963684082,0.7186806201934814
