scene_id,qx,qy,qz,qw,x,y,z,width,label
34c156eca93d4123b15371b0ab8b5070,1.103656316058097e-06,-0.9999988394631885,-0.001232640923142077,0.0008953588179739085,0.2412889900936665,0.22369632244354654,0.11977208085712367,0.08,0
34c156eca93d4123b15371b0ab8b5070,0.005344622947248816,-0.9717059774693679,-0.235096583012287,0.022102601923726792,0.22357956519851604,0.08796176475915007,0.0993255887534088,0.08,0
34c156eca93d4123b15371b0ab8b5070,-0.13667762298842387,-0.7094068556863491,-0.2808889067766926,-0.631793132701865,0.15360173290503537,0.2070014817408157,0.066011034287052,0.08,0
34c156eca93d4123b15371b0ab8b5070,0.16598452088438292,-0.7798938241651835,0.3928735698584477,-0.458110379671174,0.16571445139609353,0.128352829213486,0.08945697243702491,0.08,0
34c156eca93d4123b15371b0ab8b5070,0.06564005167618911,-0.7069682984077154,-0.7009621182760397,0.06737445661683791,0.26377317354746305,0.18916069793720017,0.076470617771367,0.08,0
34c156eca93d4123b15371b0ab8b5070,0.17264533745579766,0.6580760108293987,0.7186036965969518,0.1440079118063836,0.08305005777845767,0.09035630060673316,0.11231362638327645,0.08,0
34c156eca93d4123b15371b0ab8b5070,0.03713204131694672,-0.834399850269343,0.5469427101630577,-0.057024320930844134,0.23419426872029947,0.2728767898349525,0.10223343352521627,0.08,0
34c156eca93d4123b15371b0ab8b5070,0.004273060179206099,-0.9577258506510367,0.28729763551210397,-0.01424796759567581,0.22499248210965767,0.212008642877033,0.11148296450409673,0.08,0
34c156eca93d4123b15371b0ab8b5070,-0.19070974069287153,-0.6824732626312902,-0.6657738828287798,-0.23367750756405686,0.10503445746429405,0.08989464222028509,0.058945847604127126,0.08,0
34c156eca93d4123b15371b0ab8b5070,0.1340027719881502,-0.8363281457088426,-0.44849666573768604,0.28539311592412153,0.26249387100690913,0.07604300279367872,0.11306945700399404,0.08,0
34c156eca93d4123b15371b0ab8b5070,0.2746851543578685,0.6382885726993074,0.6895725427579025,0.20402321488319866,0.1148692183426902,0.13666245265324078,0.06881000062475004,0.08,0
34c156eca93d4123b15371b0ab8b5070,0.16711404647124384,-0.7811180531741003,0.39987155313005446,-0.4494777230017839,0.2105720321536532,0.17429613602272648,0.1034329529144044,0.08,0
34c156eca93d4123b15371b0ab8b5070,-0.18101686481635282,-0.7221164651748415,-0.6192790777583189,-0.24954784957249423,0.10332099870996798,0.12520304943878652,0.11772075292487764,0.08,0
34c156eca93d4123b15371b0ab8b5070,-0.5963279188027614,-0.36875756471423865,0.6910007405059507,0.17586599541303952,0.21090666355236165,0.24272395140268457,0.12782588242637388,0.08,0
34c156eca93d4123b15371b0ab8b5070,0.40692992570061853,-0.7556509731399903,0.23175633815415705,0.4579177241462169,0.26177214415570255,0.1834287118606387,0.11864023096779526,0.05494712920220583,1
34c156eca93d4123b15371b0ab8b5070,0.18469185656944245,-0.7341290287565146,0.41181657074511013,-0.5072973480254819,0.18914352454758285,0.1490451373248057,0.08397960685878221,0.08,0
34c156eca93d4123b15371b0ab8b5070,-0.17046364338644035,-0.6942743078566587,-0.6692529738948726,-0.20254823787544346,0.10542960882425813,0.09477467184276388,0.08715527005353305,0.08,0
34c156eca93d4123b15371b0ab8b5070,0.15839849876120538,-0.7950094854489305,0.38442963851355405,-0.4416827896451951,0.19530142908898032,0.1580026305549354,0.11423876734671382,0.08,0
34c156eca93d4123b15371b0ab8b5070,0.2057786382002881,-0.7244856823646756,-0.5523146405371936,0.3573852066850223,0.18326112012871262,0.16849334552081813,0.09196314384009477,0.08,0
34c156eca93d4123b15371b0ab8b5070,0.19270686869358888,-0.751475117204078,0.5052766332446066,-0.3779480584398133,0.20594352510227298,0.1489831134624643,0.08465712711564685,0.08,0
34c156eca93d4123b15371b0ab8b5070,-0.11998284111553781,-0.8562391960161618,0.42166763357149106,0.27323060560936313,0.27986462329243245,0.2174870479372521,0.08276906989037355,0.08,0
34c156eca93d4123b15371b0ab8b5070,-0.10805161518489863,-0.8705836517951053,0.4070630061741041,0.25437897453904224,0.2752905156318976,0.16622596389992542,0.10054944689751716,0.08,0
34c156eca93d4123b15371b0ab8b5070,-0.1587041375791442,-0.7026235753300925,-0.329896670837781,-0.6101649733275147,0.16820597182559993,0.2216891117346075,0.0850459344300406,0.08,0
34c156eca93d4123b15371b0ab8b5070,-0.46203640578387756,-0.5328470454260968,0.6704226180880112,0.2304992387558189,0.1614051601746252,0.21028040379811164,0.0562082645458921,0.08,0
34c156eca93d4123b15371b0ab8b5070,0.19987704934232162,-0.7105279619623003,0.6087866102275933,-0.29082304520705315,0.07342057832594982,0.1882698869176797,0.10097856962414622,0.08,0
34c156eca93d4123b15371b0ab8b5070,0.0024387142268590097,-0.9859861748760752,0.16618019563577335,-0.01447267095672183,0.22322241780808127,0.18713931810977188,0.09710007334976273,0.08,0
34c156eca93d4123b15371b0ab8b5070,0.5440424421290956,-0.6010336381042978,-0.0038457452932491587,-0.5854584505090531,0.10751468555913804,0.19917945273192061,0.15130007850906715,0.0588372506412609,1
34c156eca93d4123b15371b0ab8b5070,0.573078476227747,-0.786682838620963,-0.18875850687674944,-0.130695820841402,0.2190961518383519,0.09681588570656467,0.14481971529697552,0.05596481455347397,1
34c156eca93d4123b15371b0ab8b5070,0.802036905984772,-0.5869540959319329,0.03603522206507562,0.10451389131508865,0.14206690790571871,0.21889322617369938,0.16087170275613036,0.04852682642565413,1
34c156eca93d4123b15371b0ab8b5070,0.14879943219991296,0.6814686229116739,0.7040538595670339,0.13329444021643874,0.12146076461147011,0.12503563570061224,0.08109247663609419,0.08,0
34c156eca93d4123b15371b0ab8b5070,0.951052183141965,-0.3090090427088082,-0.002917559502483292,-0.0021550665042109163,0.1488099322810265,0.13616612919014218,0.15987359814808064,0.050813833147844406,1
34c156eca93d4123b15371b0ab8b5070,-0.1822262043704868,-0.722654337787575,-0.616756324586696,-0.25332973493026284,0.10479164243078642,0.08705788926100849,0.07418333020418973,0.08,0
34c156eca93d4123b15371b0ab8b5070,-0.018868281638961176,-0.7374903907783155,0.6747780568136805,0.02065152537692538,0.14084947323253513,0.2113519995122549,0.13207225877775478,0.08,0
34c156eca93d4123b15371b0ab8b5070,0.29785990145582814,0.6043989620843637,0.710863733538397,0.20162868366360748,0.13263593622595587,0.12117191994275028,0.07075186260074696,0.08,0
34c156eca93d4123b15371b0ab8b5070,0.30576355580948583,-0.9220552232595831,-0.23200177283392664,-0.04997990196443955,0.22194285180065942,0.10486046785826195,0.12834874220861248,0.056022723134804164,1
34c156eca93d4123b15371b0ab8b5070,0.17658215154626825,-0.7600105301554307,0.4087905145269021,-0.4733846776575924,0.17392398946340676,0.10553806679064179,0.10498418884327936,0.08,0
34c156eca93d4123b15371b0ab8b5070,-0.1467989848206936,-0.7513143065628625,-0.31358032836689326,-0.5618222570091811,0.09059482892141725,0.20858415911358227,0.13555661618208956,0.08,0
34c156eca93d4123b15371b0ab8b5070,0.1520992668986587,-0.7510853009786677,-0.6068824893850041,0.21078502731583076,0.1538132912383468,0.18621844519556824,0.12888341935876438,0.08,0
34c156eca93d4123b15371b0ab8b5070,5.7499946114478696e-06,-0.9999209282639603,-0.0004575856463515526,0.012566932881725381,0.121940932731998,0.1612248458190287,0.17314289478829087,0.08,0
34c156eca93d4123b15371b0ab8b5070,0.6022410819800557,-0.5992059292890087,0.03947852547552516,0.5260222233961849,0.27229619515398445,0.19583696411299822,0.1191129030891083,0.05482726398355757,1
34c156eca93d4123b15371b0ab8b5070,0.3259843901074915,-0.602832941863457,0.695835211303189,-0.21480218881832405,0.08425512794810243,0.2370420805257235,0.056452457362050124,0.08,0
